,category,dev,dev_category,dev_loc,explain,org,purpose,regis_day,service,service_category,service_start,title
1023,모바일앱 ( 안드로이드 ),헌가,기타,서울특별시,"['65세 이상(노인)을 대상으로 교양·취미생활 및 사회참여활동 등에 대한 각종 정보와 서비스를 제공하고, 건강증진 및 질병예방과 소득보장·재가복지, 그 밖에 노인의 복지증진에 필요한 서비스를 제공하는 것을 목적으로 하는 시설에 대한 정보']",['행정안전부'],"기술표준정보은행에서 제공하는 Open API 고령자 운동서비스, 국립중앙의료원에서 제공하는 Open API 병원서비스, 공공데이터활용지원센터에서 제공하는 Open API인 복지기관서비스, 한국보건복지정보개발원에서 제공하는 복지서비스를 활용하여 노약자들을 위한 서비스를 제공합니다.",2015-08-28,['노인복지회관(수시)'],분류 : 보건의료,2015-02-28,"꽃다운 나이(노인운동, 복지, 병원서비스)"
1024,모바일앱 ( 안드로이드 ),시전소프트,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 노어로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 서어로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 불어로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 독어로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 일문으로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 번체로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 간체로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.']","['한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사']",한국관광공사에서 공개하는 ‘TourAPI’를 이용하여 관광정보를 다국어로 빠르고 다양하게 제공합니다.,2015-08-26,"['노어 관광정보 서비스', '서어 관광정보 서비스', '불어 관광정보 서비스', '독어 관광정보 서비스', '국문 관광정보 서비스', '일문 관광정보 서비스', '중문 번체 관광정보 서비스', '중문 간체 관광정보 서비스', '영문 관광정보 서비스']",분류 : 문화관광,2015-08-16,투어코리아 : 빠른 가이드
1025,모바일앱 ( iOS ),MDware Co,,대구광역시,[''],['기타'],통계청 통계분류포털에서 공개하는 한국질병분류코드를 활용해 질병검색서비스를 제공합니다.,2015-08-26,['통계청- 한국표준질병사인분류(KCD-6)'],분류 : 보건의료,2014-05-05,질병분류코드KCD6
1026,모바일앱 ( iOS ),석원철,,인천광역시,"['미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스']",['한국환경공단'],환경공단 대기오염정보 조회 서비스를 활용하여 전국 미세먼지 현황과 현재 지역의 미세먼지 농도를 제공합니다.,2015-08-25,['대기오염정보 조회 서비스'],분류 : 환경기상,2015-06-25,미세먼지
1027,웹사이트 ( ),김영국,,서울특별시,"['실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.\n\n2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.', '']","['기상청', '기타']","서울시 데이터 광장, 기상청의 데이터를 이용하여 서울시 대기오염도 및 날씨를 보여주는 데이터 시각화 서비스 입니다.",2015-08-24,"['(구)동네예보정보조회서비스', '서울특별시 -실시간 자치구별 대기환경정보, 일별 평균 대기오염도']",분류 : 과학기술,2015-06-19,서울의 실시간 자치구별 대기환경정보
1028,"모바일앱 ( 안드로이드 , iOS )",(주)소프트펍,,서울특별시,[''],['기타'],도로교통공단 자동차 운전면허 학과시험 문제를 활용하여 운전면허 응시자들에게 모의고사 문제 제공 서비스를 제공합니다.,2015-08-21,['도로교통공단 - 자동차 운전면허 학과시험 문제'],분류 : 교통물류,2014-09-02,풀자운전면허
1029,웹사이트 ( ),(주)지노시스,,대전광역시,"['* 각 공관에서 실시간 업데이트 되는 국가별 최신 안전정보 제공 예) 미국, 「넉아웃 게임」주의 ㅇ 「넉아웃게임」이라 불리는 범행은 우연히 그 곳을 지나가는 보행자를 갑자기 구타해, 상대를 한방에 넉아웃시킬 수 있는지를 게임 감각으로 행하는 범죄로, 일부지역 젊은이들 사이에서 행해지고 있음. 공격은 젊은 그룹 중 1명이 실행하고, 다른 멤버는 지켜봄. ㅇ 수도 워싱턴의 콜롬비아 하이츠 지구에서는 11월14일 저녁, 걷고 있던 여성에게 뒤에서 자전거를 탄 8명 그룹이 다가와 그 중 1명이 갑자기 여성 후두부를 때려 다치게 함. 또, 다음날 저녁에도 같은 지구에서 비슷한 사건이 발생해, 남성이 피해를 당함. 미주리 주의 세인트루이스와 뉴욕 주의 시라큐스에서는 피해자가 사망한 사건도 발생함. ㅇ 범행은 묻지마 식으로 무작위로 행해진다고 하니, 신변안전에 각별히 유의. ▽ 정면에서 다가오는 젊은 그룹과는 되도록 거리를 둘 것 ▽ 뒤에서 접근해오는 젊은이나 자전거에 주의할 것 ▽ 야간과 이른 아침 외출 시에는 가급적 여럿이 행동할 것 ▽ 인적이 드문 곳과 어두운 곳 통행은 삼갈 것']",['외교부'],외교부 국가별안정정보를 활용하여 해외 유학이나 어학연수를 계획하는 사용자에게 국가별 안전정보를 제공합니다.,2015-08-21,['국가별 안전정보'],분류 : 문화관광,2015-08-17,올유학닷컴
1030,"모바일앱 ( 안드로이드 , iOS )",Hi App's,,서울특별시,[''],['기타'],청주시 버스정보시스템의 실시간 도착정보를 활용해 청주시내 버스정보를 제공해 드립니다.,2015-08-20,['청주시 버스정보시스템 - 실시간 도착정보'],분류 : 국토관리,2014-04-27,청주버스+
1031,"모바일앱 ( 안드로이드 , iOS )",LifeSemantics,,서울특별시,[''],['기타'],통계청 통계분류포털에서 제공하는 한국표준질병사인분류(KCD6)를 활용하여 질병분류기호 검색 서비스를 제공합니다.,2015-08-20,['통계청- 한국표준질병사인분류(KCD6)'],분류 : 보건의료,2013-01-04,질병분류기호
1032,웹사이트 ( ),㈜샤프에비에이션케이,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],한국관광공사 국문 관광정보 서비스를 활용하여 신한카드 고객에게 지역별 축제 및 행사정보를 제공합니다.,2015-08-19,['국문 관광정보 서비스'],분류 : 문화관광,2015-06-09,트래블보너스(Travel Bonus)
1033,모바일앱 ( 안드로이드 ),ShakeJ,,부산광역시,[''],['기타'],부산광역시 공공자전거 시스템의 실시간 대여소 현황을 활용하여 부산광역시내 공공자전거 이용을 돕습니다.,2015-08-17,['부산광역시 공공자전거 - 실시간대여소현황'],분류 : 문화관광,2014-04-06,부산 공공자전거 (실시간현황)
1034,웹사이트 ( ),플라이메이트,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],한국관광공사 국문 관광정보 서비스를 활용하여 양양지역 여행자들을 위한 여행지 및 축제 정보를 제공합니다.,2015-08-14,['국문 관광정보 서비스'],분류 : 문화관광,2015-03-04,양양명품펜션
1035,웹사이트 ( ),김창근,,부산광역시,"['중기예보정보는 기상전망, 육상예보, 기온, 해상예보 정보를 조회하는 서비스입니다.']",['기상청'],기상청 중기예보정보조회서비스를 활용하여 롯데 자이언츠 홈페이지 방문자에게 각 구장의 날씨정보를 제공합니다.,2015-08-14,['중기예보정보조회서비스'],분류 : 과학기술,2015-04-03,롯데자이언츠
1036,모바일앱 ( 안드로이드 ),UFO,,서울특별시,[''],['기타'],"활용된 데이터들은 국가기술표준원(KATS)의 22개 분류, 82개 지침과, 통계청 국가통계포털(KOSIS)의 년도별 소비자물가지수 자료를 기반으로 고령자,장애인 배려 설계 지침서비스를 제공합니다.",2015-08-12,"['산업통상자원부-고령자 및 장애인 배려 설계 지침 상세, 통계청-소비자물가']",분류 : 산업고용,2015-02-28,고령자·장애인 배려 설계 지침과 물가 환산
1037,모바일앱 ( iOS ),Jinwon Lee,,서울특별시,[''],['기타'],산업통상자원부 색채표준정보를 활용하여 실생활에서 편리하게 표준 색채 정보를 검색할 수 있도록 서비스를 제공합니다.,2015-08-11,['산업통상자원부 - 색채표준정보'],분류 : 산업고용,2014-05-22,컬러인포 - 표준색상정보
1038,모바일앱 ( iOS ),JIHOO KIM,,서울특별시,[''],['기타'],산업통상자원부 공공안내그림표지정보를 활용하여 사용자에게 공공안내그림표지의 내용을 전달합니다.,2015-08-11,['산업통상자원부 - 공공안내그림표지정보'],분류 : 산업고용,2013-02-20,공공안내그림표지
1039,모바일앱 ( iOS ),캠프위크,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],한국관광공사의 관광정보와 계곡정보를 활용하여 계곡 주변 캠핑장 및 광광지정보를 제공합니다.,2015-08-10,['국문 관광정보 서비스'],분류 : 문화관광,2014-08-09,계곡 - 캠프위크
1040,"모바일앱 ( 안드로이드 , iOS )",Hi App's,,서울특별시,[''],['기타'],경기도 용인시첨단교통관리센터의 실시간 도착 정보를 이용해 용인시 내 마을버스 도착정보를 제공합니다.,2015-08-10,['용인시첨단교통관리-실시간 도착 정보'],분류 : 국토관리,2015-07-11,용인마을버스
1041,모바일앱 ( iOS ),BDSNACK,,서울특별시,[''],['기타'],"서울메트로 지하철 도착정보, 분실물정보를 이용해 지하철 정보서비스를 제공합니다.",2015-08-07,"['서울메트로 - 지하철 정보, 지하철 분실물 정보, 지하철 공연행사 정보']",분류 : 교통물류,2015-01-16,스마트지하철2
1042,모바일앱 ( 안드로이드 ),HiDoc,,서울특별시,"['- 기후변화에 능동적으로 신체를 대처할수 있는 보건기상지수(뇌졸중가능지수, 피부질환가능지수, 감기가능지수, 꽃가루농도위험지수 등 5종)를 특정위치(지점번호)별로 조회할 수 있는 서비스 입니다.\n- (신)보건기상지수 서비스를 신청하시기 바랍니다', '미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스']","['기상청', '한국환경공단']","기상청, 한국환경공단의 보건기상지수, 대기오염정보 조회 서비스를 활용하여 건강지수 주요기능을 제공합니다.",2015-08-06,"['보건기상지수', '대기오염정보 조회 서비스']",분류 : 환경기상,2014-07-04,오늘의 건강지수
1043,"모바일앱 ( 안드로이드 , iOS )",캠프위크,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.', '']","['한국관광공사', '기타']",한국관광공사에의 산 정보와 관광정보를 활용하여 산 주변 관광지와 산에 대한 정보를 사용자에게 제공합니다.,2015-08-05,"['국문 관광정보 서비스', '한국관광공사- 산 정보']",분류 : 문화관광,2014-08-29,캠프위크 산
1044,"모바일앱 ( 안드로이드 , iOS )",Mediet,기타,서울특별시,[''],['기타'],통계청- 한국표준질병사인분류(KCD-6)를 활용해 의약관련 지식정보를 제공합니다.,2015-08-04,['통계청- 한국표준질병사인분류(KCD-6)'],분류 : 보건의료,2013-05-24,질병분류코드
1045,"모바일앱 ( 안드로이드 , iOS )",이디비 (주),,서울특별시,[''],['기타'],"보건복지부, 국민건강심사평가원의 약가 고시사항과 비급여약가 정보를 활용해 사용자에게 약가정보를 제공합니다.",2015-07-31,"['보건복지부 국립서울병원 - 비급여수가,약가목록']",분류 : 보건의료,2014-02-26,간편약가 앱
1046,"모바일앱 ( 안드로이드 , iOS )",FirstDIS,,서울특별시,['의약품허가정보조회용 서비스'],['식품의약품안전처'],식품의약품안전처 의약품허가정보조회를 활용하여 약물정보 컨텐츠를 제공합니다.,2015-07-30,['의약품허가정보조회'],분류 : 식품건강,2011-02-01,스마트DUR
1047,모바일앱 ( 안드로이드 ),김경태,,서울특별시,"['국제거래정보서비스', '금융용어로 의미를 조회한다.', '기업, 회사, 증권정보', '단기금융증권정보서비스', '종목명, 종목번호, 기준일 등을 기준으로 주식기본정보, 상장정보, 주식관련사채 행사조건정보 등을 조회하는 주식정보 서비스', '증권대차정보서비스', '파생결합증권정보서비스']","['한국예탁결제원', '한국예탁결제원', '한국예탁결제원', '한국예탁결제원', '한국예탁결제원', '한국예탁결제원', '한국예탁결제원']",한국예탁결제원에서 운영 중인 증권정보포털 세이브로(SEIBro) 컨텐츠의 일부를 스마트폰에서 검색가능하게 제작되었습니다.,2015-07-29,"['국제거래정보서비스', '금융용어조회서비스', '기업정보서비스', '단기금융증권정보서비스', '주식정보서비스', '증권대차서비스', '파생결합증권정보서비스']",분류 : 재정금융,2015-04-09,증권정보
1048,"모바일앱 ( 안드로이드 , iOS )",허현무,,서울특별시,"['특정 정류소에 대한 버스 도착예정 정보 제공', '정류소에 대한 정보 제공', '전국 및 지방자치단체 시내버스 정류소에 따른 버스 도착정보를 정류장정보, 도착예정정보, 노선운행정보, 위치정보 테이블을 활용하여 제공한다. 조회는 정류소별, 정류소별 특정노선에 대한 도착정보를 조회할 수 있다.']","['서울특별시', '서울특별시', '국토교통부']","버스도착정보, 정류소정보, 도착정보 공공데이터를 활용하여 아파트 주변 버스 정보 표시 서비스를 제공합니다.",2015-07-28,"['버스도착정보조회 서비스', '정류소정보조회 서비스', '도착정보조회서비스']",분류 : 국토관리,2015-06-22,모빌
1049,모바일앱 ( 안드로이드 ),김영록,,경기도,"['해당 노선의 운행차량에 대한 현재 위치(정류소)와 막차, 저상버스 여부 등에 대한 실시간 운행정보를 제공한다.', '노선에 대한 정보 제공', '특정 정류소에 대한 버스 도착예정 정보 제공', '해당 노선의 운행차량에 대한 현재 위치(정류소)와 막차, 저상버스 여부 등에 대한 실시간 운행정보를 제공한다.', '정류소와 노선번호을 기준으로 첫번째/두번째 도착예정 버스의 위치정보와 도착예정시간, 빈자리, 저상버스 정보를 제공하는 버스도착정보조회 서비스', '실시간 버스위치 정보 제공', '정류소에 대한 정보 제공']","['경기도', '서울특별시', '서울특별시', '경기도', '경기도', '서울특별시', '서울특별시']","노선별 경유정류장 정보와 실시간 위치 정보, 정류장별 경유노선 정보와 실시간 도착 정보, 정류장별 위치 정보를 이용하여 지도상에 정류장을 보여주는 등의 용도로 공공데이터를 사용하였습니다.",2015-07-28,"['버스위치정보 조회 서비스', '노선정보조회 서비스', '버스도착정보조회 서비스', '버스 위치 정보 조회 서비스', '버스 도착 정보 조회 서비스', '버스위치정보조회 서비스', '정류소정보조회 서비스']",분류 : 교통물류,2015-07-27,버스랑 정류장
1050,모바일앱 ( 안드로이드 ),김용민,,서울특별시,"['실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.\n\n2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.', 'TM 좌표기반으로 가까운 측정소 정보를 제공하고, 측정소 상세정보 및 읍면동 이름으로 TM 기준좌표 내역을 제공하는 측정소정보 조회 서비스', '미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스', '지리정보와 통계정보를 활용해 소지역 단위(집계구) 마트 정보를 획득하는 API\n이를 위해 집계구 단위, 행정구역 단위, 행정구역 경계, 집계구 경계 등을 세부 URL을 통해 얻을수 있다\n* 현재 서비스 중인 SGIS Open API는 한국측지계(TM 중부원점) 기준이며, 2015년 상반기부터는 세계측지계 기준으로 서비스할 예정입니다.', '중기예보정보는 기상전망, 육상예보, 기온, 해상예보 정보를 조회하는 서비스입니다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.', '중기예보정보는 기상전망, 육상예보, 기온, 해상예보 정보를 조회하는 서비스입니다.']","['기상청', '한국환경공단', '한국환경공단', '통계청 통계정보국', '기상청', '한국관광공사', '기상청']","기상청 동네예보정보조회서비스를 활용하여 실황데이터를 이용한 현재 날씨 제공, 단기 예보의 강수 확률을 이용한 24시간 내에 강수 확률을 시각적으로 표시, 온도, 기상상테 제공. 단기 예보를 이용한 중기 예보화 정보 서비스에서 제공 되지 않는 부분 보충 합니다.",2015-07-27,"['(구)동네예보정보조회서비스', '측정소정보 조회 서비스', '대기오염정보 조회 서비스', 'SGIS OpenAPI', '중기예보정보조회서비스', '국문 관광정보 서비스', '중기예보정보조회서비스']",분류 : 환경기상,2015-07-27,아침날씨
1051,웹사이트 ( ),(주)에스앤비소프트,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 일문으로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 번체로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 간체로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.']","['한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사']","한국관광공사 국문, 일문, 중문,영문 관광정보 서비스를 활용해 공간 검색 시 지도 위치정보 및 주변명소, 시설 등을 제공합니다.",2015-07-24,"['국문 관광정보 서비스', '일문 관광정보 서비스', '중문 번체 관광정보 서비스', '중문 간체 관광정보 서비스', '영문 관광정보 서비스']",분류 : 문화관광,2015-06-11,토끼풀(Talkyple)
1052,모바일앱 ( iOS ),inergy,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],한국관광공사의 국문 관광정보 서비스를 활용하여 해수욕장 주변 관광지를 추천해 드립니다.,2015-07-23,['국문 관광정보 서비스'],분류 : 문화관광,2014-08-12,해수욕장 - 캠프위크
1053,모바일앱 ( 안드로이드 ),영도날치,,서울특별시,[''],['기타'],서울특별시의 구두수선소 공간정보를 활용하여 구두수선소 위치와 정보를 제공합니다.,2015-07-22,['서울특별시 - 구두수선소 공간정보'],분류 : 국토관리,2015-06-23,구둣방 나와랏
1054,웹사이트 ( ),김신영,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],한국관광공사의 국문 관광정보 서비스를 활용해 관광지와 문화시설 자료를 교육 자료로 사용할 수 있도록 제공합니다.,2015-07-22,['국문 관광정보 서비스'],분류 : 문화관광,2015-05-27,천재교육 해법아이
1055,웹사이트 ( ),전연식,,서울특별시,"['한국자산관리공사(Kamco) 홈페이지를 통해 통합용도별 물건 목록과 상세정보를 조회하고 새로운 물건이나 마감 임박 물건, 수의계약가능 물건, 통합50% 물건 목록, 분야별 탑20의 물건의 목록을 조회 할 수 있는 서비스이다.']",['한국자산관리공사'],한국자산관리공사의 물건정보조회서비스를 활용하여 웹사이트를 통한 자산매각관리 및 시행을 돕고자 데이터를 사용하였습니다.,2015-07-21,['물건정보조회서비스'],분류 : 국토관리,2015-03-11,스피드옥션
1056,웹사이트 ( ),정금연,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],한국관광공사의 국문 관광정보 서비스를 활용하여 글램핑장의 주변 광광지 및 가볼만한 곳을 소개하는 서비스를 제공합니다.,2015-07-20,['국문 관광정보 서비스'],분류 : 문화관광,2015-04-01,글램핑 코리아
1057,웹사이트 ( ),한종철,,서울특별시,"['한국공항공사에서 제공하는 항공코드정보,국내선 운항스케줄,국제선 운항스케줄, 실시간 운항정보']",['한국공항공사'],한국공항공사의 항공기 운항정보를 활용하여 웹사이트 이용자에게 국내 항공운항정보를 제공합니다.,2015-07-17,['항공기 운항정보'],분류 : 교통물류,2015-06-20,항공여행정보
1058,모바일앱 ( 안드로이드 ),Hi App's,,서울특별시,[''],['기타'],천안시교통정보시스템의 실시간도착정보를 활용해 천안시 실시간 버스 도착 서비스를 제공합니다.,2015-07-17,['천안시교통정보시스템- 실시간버스도착정보'],분류 : 교통물류,2015-06-24,천안버스
1059,모바일앱 ( 안드로이드 ),pigoncchio,,서울특별시,['경찰청 홈페이지를 통해 습득물에 관한 정보를 조회 할 수 있다.'],['경찰청'],경찰청 유실물 종합관리시스템에서 제공하는 습득물정보 조회를 토대로 사용자의 분실물 찾기위한 정보 서비스를 제공합니다.,2015-07-16,['습득물정보 조회 서비스'],분류 : 재난안전,2015-07-09,"분실물 센터(유실물,습득물)"
1060,"모바일앱 ( 안드로이드 , iOS )",(주)위버플,,서울특별시,"['금융용어로 의미를 조회한다.', '국제거래정보서비스', '증권대차정보서비스', '기업, 회사, 증권정보', '단기금융증권정보서비스', '파생결합증권정보서비스', '종목명, 종목번호, 기준일 등을 기준으로 주식기본정보, 상장정보, 주식관련사채 행사조건정보 등을 조회하는 주식정보 서비스']","['한국예탁결제원', '한국예탁결제원', '한국예탁결제원', '한국예탁결제원', '한국예탁결제원', '한국예탁결제원', '한국예탁결제원']","한국예탁결제원의 기업정보, 주식정보 등의 금융 정보서비스를 활용해 스넥에서 증권투자정보를 제공합니다.",2015-07-15,"['금융용어조회서비스', '국제거래정보서비스', '증권대차서비스', '기업정보서비스', '단기금융증권정보서비스', '파생결합증권정보서비스', '주식정보서비스']",분류 : 재정금융,2014-05-01,스넥(SNEK) - No.1 종목관리 앱
1061,웹사이트 ( ),전병우,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 일문으로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.']","['한국관광공사', '한국관광공사', '한국관광공사']",국내 DB 확충과 인바운드 여행을 도모하기 위해 관광공사 API를 사용하여 국내 관광일정 및 소개 서비스를 제공합니다.,2015-07-14,"['국문 관광정보 서비스', '일문 관광정보 서비스', '영문 관광정보 서비스']",분류 : 문화관광,2013-08-01,어스토리 (earthtory)
1062,"모바일앱 ( 안드로이드 , iOS )",flybook,,서울특별시,"['국립중앙도서관에서 보유한 도서/비도서, 온라인자료, 국가종합정보, 고전적정보 등을 제공']",['문화체육관광부 국립중앙도서관'],국립중앙도서관 도서 및 디브러리 정보 서비스를 활용하여 도서관 목록 확인기능을 제공합니다.,2015-07-13,['도서 및 디브러리 정보 서비스'],분류 : 공공행정,2015-02-27,플라이북 - 책 SNS
1063,모바일앱 ( 안드로이드 ),유호철,,서울특별시,['정류소에 대한 정보 제공'],['서울특별시'],"서울특별시 정류소정보조회 서비스를 활용하여 아파트 주변에 있는 버스 정류소를 검색하여 버스 정보를 안내합니다.
앱을 다운받은 후 인증/가입 절차를 거치면 메인 화면으로 이동합니다.",2015-07-10,['정류소정보조회 서비스'],분류 : 사회복지,2015-05-06,e마을 - 모바일 투표 및 아파트 앱
1064,"모바일앱 ( 안드로이드 , iOS )",SK planet,,경기도,"['목적지로의 이동 경로에 대한 정보 제공', '실시간 버스위치 정보 제공', '특정 정류소에 대한 버스 도착예정 정보 제공', '정류소에 대한 정보 제공', '노선에 대한 정보 제공']","['서울특별시', '서울특별시', '서울특별시', '서울특별시', '서울특별시']","서울특별시, 경기도, 부산광역시, 대전시, 인천광역시, 울산시, 광주광역시, 군산시의 교통정보를 활용하여 대중교통 실시간 서비스를 제공합니다.",2015-07-08,"['대중교통환승경로 조회 서비스', '버스위치정보조회 서비스', '버스도착정보조회 서비스', '정류소정보조회 서비스', '노선정보조회 서비스']",분류 : 교통물류,2015-06-09,"T map 대중교통 (티맵대중교통,지하철,버스,지도)"
1065,"모바일앱 ( 안드로이드 , iOS )",TK Labs.,기타,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],한국관광공사 '국문 관광정보 서비스' 를 활용하여 관광지 정보 서비스를 제공합니다.,2015-07-07,['국문 관광정보 서비스'],분류 : 문화관광,2015-06-15,여행왕(TravelKing) - 모든 여행의 시작
