,start,end,title,service_category,start_org,end_org
2010,전국 분야별 학원 및 교습소 현황,공공 교육정보,에듀팡,교육,공공데이터활용지원센터,기타
2011,아파트매매 실거래자료,아파트 전월세 자료,미스터홈즈,국토관리,국토교통부,국토교통부
2012,아파트매매 실거래자료,연립다세대 매매 실거래자료,미스터홈즈,국토관리,국토교통부,국토교통부
2013,아파트매매 실거래자료,연립다세대 전월세 자료,미스터홈즈,국토관리,국토교통부,국토교통부
2014,아파트 전월세 자료,연립다세대 매매 실거래자료,미스터홈즈,국토관리,국토교통부,국토교통부
2015,아파트 전월세 자료,연립다세대 전월세 자료,미스터홈즈,국토관리,국토교통부,국토교통부
2016,연립다세대 매매 실거래자료,연립다세대 전월세 자료,미스터홈즈,국토관리,국토교통부,국토교통부
2017,전국cctv표준데이터,"광주광역시 경찰서 정보 (위치, 연락처)",범죄없는 광주,재난안전,공공데이터활용지원센터,기타
2018,지하철정보서비스,서울시 지하철 운행계획 정보,카카오지하철,교통물류,국토교통부,서울특별시
2019,지하철정보서비스,서울시 지하철 실시간 도착정보,카카오지하철,교통물류,국토교통부,서울특별시
2020,지하철정보서비스,서울시 지하철 실시간 열차 위치정보,카카오지하철,교통물류,국토교통부,서울특별시
2021,서울시 지하철 운행계획 정보,서울시 지하철 실시간 도착정보,카카오지하철,교통물류,서울특별시,서울특별시
2022,서울시 지하철 운행계획 정보,서울시 지하철 실시간 열차 위치정보,카카오지하철,교통물류,서울특별시,서울특별시
2023,서울시 지하철 실시간 도착정보,서울시 지하철 실시간 열차 위치정보,카카오지하철,교통물류,서울특별시,서울특별시
2024,[인천공항] 여객편 운항현황 (다국어),출국장 현황 정보 서비스,인천공항 Easy 운항정보,교통물류,인천국제공항공사,인천국제공항공사
2025,[인천공항] 여객편 운항현황 (다국어),[인천공항] 여객편 도착현황 (국문),인천공항 Easy 운항정보,교통물류,인천국제공항공사,인천국제공항공사
2026,[인천공항] 여객편 운항현황 (다국어),[인천공항] 여객편 출발현황 (국문),인천공항 Easy 운항정보,교통물류,인천국제공항공사,인천국제공항공사
2027,출국장 현황 정보 서비스,[인천공항] 여객편 도착현황 (국문),인천공항 Easy 운항정보,교통물류,인천국제공항공사,인천국제공항공사
2028,출국장 현황 정보 서비스,[인천공항] 여객편 출발현황 (국문),인천공항 Easy 운항정보,교통물류,인천국제공항공사,인천국제공항공사
2029,[인천공항] 여객편 도착현황 (국문),[인천공항] 여객편 출발현황 (국문),인천공항 Easy 운항정보,교통물류,인천국제공항공사,인천국제공항공사
2030,축산물 돼지도체 등급별 경락가격정보,돼지 등급판정결과(확인서)정보,Top-Pig 핸디팜,농축수산,축산물품질평가원,축산물품질평가원
2031,축산물 돼지도체 등급별 경락가격정보,돼지 등급판정 부위별고기및부산물 정보,Top-Pig 핸디팜,농축수산,축산물품질평가원,축산물품질평가원
2032,돼지 등급판정결과(확인서)정보,돼지 등급판정 부위별고기및부산물 정보,Top-Pig 핸디팜,농축수산,축산물품질평가원,축산물품질평가원
2033,주간 농업정보 및 품목별 농사정보,주간농사정보 조회 서비스,농촌정보통,농축수산,농촌진흥청,농촌진흥청
2034,주간 농업정보 및 품목별 농사정보,주간농사정보,농촌정보통,농축수산,농촌진흥청,농촌진흥청
2035,주간 농업정보 및 품목별 농사정보,작목별 영농기술 및 농사기술 정보,농촌정보통,농축수산,농촌진흥청,농촌진흥청
2036,주간농사정보 조회 서비스,주간농사정보,농촌정보통,농축수산,농촌진흥청,농촌진흥청
2037,주간농사정보 조회 서비스,작목별 영농기술 및 농사기술 정보,농촌정보통,농축수산,농촌진흥청,농촌진흥청
2038,주간농사정보,작목별 영농기술 및 농사기술 정보,농촌정보통,농축수산,농촌진흥청,농촌진흥청
2039,서울시 관광거리 정보 (한국어) (수시),서울시 분류별 관광명소 현황 (한국어) (수시),N SeouL 서울야경명소,문화관광,서울특별시,서울특별시
2040,서울시 관광거리 정보 (한국어) (수시),서울시 분류별 관광명소 현황 (영어) (수시),N SeouL 서울야경명소,문화관광,서울특별시,서울특별시
2041,서울시 관광거리 정보 (한국어) (수시),서울시 관광거리 정보 (영어) (수시),N SeouL 서울야경명소,문화관광,서울특별시,서울특별시
2042,서울시 분류별 관광명소 현황 (한국어) (수시),서울시 분류별 관광명소 현황 (영어) (수시),N SeouL 서울야경명소,문화관광,서울특별시,서울특별시
2043,서울시 분류별 관광명소 현황 (한국어) (수시),서울시 관광거리 정보 (영어) (수시),N SeouL 서울야경명소,문화관광,서울특별시,서울특별시
2044,서울시 분류별 관광명소 현황 (영어) (수시),서울시 관광거리 정보 (영어) (수시),N SeouL 서울야경명소,문화관광,서울특별시,서울특별시
2045,전국cctv표준데이터,"전주시 경찰서 정보 ,자율 방범대 정보",범죄없는 전주,재난안전,공공데이터활용지원센터,기타
2046,실시간 주소정보 조회(팝업API),실시간 주소정보 조회(검색API),KTmoving 주소변경서비스,과학기술,행정안전부,행정안전부
2047,국회의원 정보제공 서비스,의안 정보 제공 서비스,Citizoom,공공행정,국회 국회사무처,국회 국회사무처
2048,의약품성분약효정보조회서비스,의약품사용정보조회서비스,의약품스캔검색,보건의료,건강보험심사평가원,건강보험심사평가원
2049,의약품성분약효정보조회서비스,의약품 제품 허가정보 서비스,의약품스캔검색,보건의료,건강보험심사평가원,식품의약품안전처 식품의약품안전평가원
2050,의약품사용정보조회서비스,의약품 제품 허가정보 서비스,의약품스캔검색,보건의료,건강보험심사평가원,식품의약품안전처 식품의약품안전평가원
2051,한국관광공사LOD(국문축제/행사/이벤트),약국(수시),LocaLo - 지역 정보를 한곳에,국토관리,한국관광공사,행정안전부
2052,한국관광공사LOD(국문축제/행사/이벤트),전국공공병원 데이터,LocaLo - 지역 정보를 한곳에,국토관리,한국관광공사,국립중앙의료원
2053,한국관광공사LOD(국문축제/행사/이벤트),"서울시 경찰서, 파출소, 지구대, 치안센터 주소",LocaLo - 지역 정보를 한곳에,국토관리,한국관광공사,경찰청 서울특별시지방경찰청
2054,한국관광공사LOD(국문축제/행사/이벤트),주택실거래가 정보(일간),LocaLo - 지역 정보를 한곳에,국토관리,한국관광공사,국토교통부
2055,한국관광공사LOD(국문축제/행사/이벤트),전국 전통시장표준데이터,LocaLo - 지역 정보를 한곳에,국토관리,한국관광공사,공공데이터활용지원센터
2056,약국(수시),전국공공병원 데이터,LocaLo - 지역 정보를 한곳에,국토관리,행정안전부,국립중앙의료원
2057,약국(수시),"서울시 경찰서, 파출소, 지구대, 치안센터 주소",LocaLo - 지역 정보를 한곳에,국토관리,행정안전부,경찰청 서울특별시지방경찰청
2058,약국(수시),주택실거래가 정보(일간),LocaLo - 지역 정보를 한곳에,국토관리,행정안전부,국토교통부
2059,약국(수시),전국 전통시장표준데이터,LocaLo - 지역 정보를 한곳에,국토관리,행정안전부,공공데이터활용지원센터
2060,전국공공병원 데이터,"서울시 경찰서, 파출소, 지구대, 치안센터 주소",LocaLo - 지역 정보를 한곳에,국토관리,국립중앙의료원,경찰청 서울특별시지방경찰청
2061,전국공공병원 데이터,주택실거래가 정보(일간),LocaLo - 지역 정보를 한곳에,국토관리,국립중앙의료원,국토교통부
2062,전국공공병원 데이터,전국 전통시장표준데이터,LocaLo - 지역 정보를 한곳에,국토관리,국립중앙의료원,공공데이터활용지원센터
2063,"서울시 경찰서, 파출소, 지구대, 치안센터 주소",주택실거래가 정보(일간),LocaLo - 지역 정보를 한곳에,국토관리,경찰청 서울특별시지방경찰청,국토교통부
2064,"서울시 경찰서, 파출소, 지구대, 치안센터 주소",전국 전통시장표준데이터,LocaLo - 지역 정보를 한곳에,국토관리,경찰청 서울특별시지방경찰청,공공데이터활용지원센터
2065,주택실거래가 정보(일간),전국 전통시장표준데이터,LocaLo - 지역 정보를 한곳에,국토관리,국토교통부,공공데이터활용지원센터
2066,인공어초 설치현황(2016년 기준),인공어초 종류별 시설 면적현황,어초정보도,농축수산,해양수산부,해양수산부
2067,인공어초 설치현황(2016년 기준),2014 인공어초 설치 통계집,어초정보도,농축수산,해양수산부,한국수산자원관리공단
2068,인공어초 종류별 시설 면적현황,2014 인공어초 설치 통계집,어초정보도,농축수산,해양수산부,한국수산자원관리공단
2069,병원정보서비스,의료기관별상세정보서비스,아플땐 아파요,보건의료,건강보험심사평가원,건강보험심사평가원
2070,건축인허가정보 서비스,건축물유지점검정보 서비스,건축법 & 건축정보,국토관리,국토교통부,국토교통부
2071,건축인허가정보 서비스,폐쇄말소대장정보 서비스,건축법 & 건축정보,국토관리,국토교통부,국토교통부
2072,건축인허가정보 서비스,토지이용규제법령정보서비스,건축법 & 건축정보,국토관리,국토교통부,국토교통부
2073,건축인허가정보 서비스,규제안내서서비스,건축법 & 건축정보,국토관리,국토교통부,국토교통부
2074,건축물유지점검정보 서비스,폐쇄말소대장정보 서비스,건축법 & 건축정보,국토관리,국토교통부,국토교통부
2075,건축물유지점검정보 서비스,토지이용규제법령정보서비스,건축법 & 건축정보,국토관리,국토교통부,국토교통부
2076,건축물유지점검정보 서비스,규제안내서서비스,건축법 & 건축정보,국토관리,국토교통부,국토교통부
2077,폐쇄말소대장정보 서비스,토지이용규제법령정보서비스,건축법 & 건축정보,국토관리,국토교통부,국토교통부
2078,폐쇄말소대장정보 서비스,규제안내서서비스,건축법 & 건축정보,국토관리,국토교통부,국토교통부
2079,토지이용규제법령정보서비스,규제안내서서비스,건축법 & 건축정보,국토관리,국토교통부,국토교통부
2080,건축물대장정보 서비스,아파트매매 실거래자료,다음부동산,국토관리,국토교통부,국토교통부
2081,건축물대장정보 서비스,공동주택 단지 목록제공 서비스,다음부동산,국토관리,국토교통부,국토교통부
2082,건축물대장정보 서비스,공동주택 기본 정보제공 서비스,다음부동산,국토관리,국토교통부,국토교통부
2083,건축물대장정보 서비스,아파트 전월세 자료,다음부동산,국토관리,국토교통부,국토교통부
2084,아파트매매 실거래자료,공동주택 단지 목록제공 서비스,다음부동산,국토관리,국토교통부,국토교통부
2085,아파트매매 실거래자료,공동주택 기본 정보제공 서비스,다음부동산,국토관리,국토교통부,국토교통부
2086,아파트매매 실거래자료,아파트 전월세 자료,다음부동산,국토관리,국토교통부,국토교통부
2087,공동주택 단지 목록제공 서비스,공동주택 기본 정보제공 서비스,다음부동산,국토관리,국토교통부,국토교통부
2088,공동주택 단지 목록제공 서비스,아파트 전월세 자료,다음부동산,국토관리,국토교통부,국토교통부
2089,공동주택 기본 정보제공 서비스,아파트 전월세 자료,다음부동산,국토관리,국토교통부,국토교통부
2090,서울시 문화행사 기간 검색,서울시 문화행사정보 장르별 검색,Wassup서울,문화관광,서울특별시,서울특별시
2091,서울시 문화행사 기간 검색,서울시 문화행사정보 명칭 검색,Wassup서울,문화관광,서울특별시,서울특별시
2092,서울시 문화행사 기간 검색,서울시 문화행사정보 장소명 검색,Wassup서울,문화관광,서울특별시,서울특별시
2093,서울시 문화행사정보 장르별 검색,서울시 문화행사정보 명칭 검색,Wassup서울,문화관광,서울특별시,서울특별시
2094,서울시 문화행사정보 장르별 검색,서울시 문화행사정보 장소명 검색,Wassup서울,문화관광,서울특별시,서울특별시
2095,서울시 문화행사정보 명칭 검색,서울시 문화행사정보 장소명 검색,Wassup서울,문화관광,서울특별시,서울특별시
2096,분실물정보 조회 서비스,핸드폰 찾기 정보 조회 서비스,분실물lost112,재난안전,경찰청,경찰청
2097,분실물정보 조회 서비스,습득물정보 조회 서비스,분실물lost112,재난안전,경찰청,경찰청
2098,핸드폰 찾기 정보 조회 서비스,습득물정보 조회 서비스,분실물lost112,재난안전,경찰청,경찰청
2099,아파트매매 실거래자료,아파트 전월세 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2100,아파트매매 실거래자료,건축물대장정보 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2101,아파트매매 실거래자료,연립다세대 매매 실거래자료,부동산 챔프,공공행정,국토교통부,국토교통부
2102,아파트매매 실거래자료,단독/다가구 전월세 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2103,아파트매매 실거래자료,단독/다가구 매매 실거래 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2104,아파트매매 실거래자료,연립다세대 전월세 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2105,아파트매매 실거래자료,소상공인 상가업소 정보 서비스,부동산 챔프,공공행정,국토교통부,소상공인시장진흥공단
2106,아파트매매 실거래자료,오피스텔 전월세 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2107,아파트매매 실거래자료,오피스텔 매매 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2108,아파트매매 실거래자료,부동산중개업정보서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2109,아파트 전월세 자료,건축물대장정보 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2110,아파트 전월세 자료,연립다세대 매매 실거래자료,부동산 챔프,공공행정,국토교통부,국토교통부
2111,아파트 전월세 자료,단독/다가구 전월세 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2112,아파트 전월세 자료,단독/다가구 매매 실거래 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2113,아파트 전월세 자료,연립다세대 전월세 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2114,아파트 전월세 자료,소상공인 상가업소 정보 서비스,부동산 챔프,공공행정,국토교통부,소상공인시장진흥공단
2115,아파트 전월세 자료,오피스텔 전월세 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2116,아파트 전월세 자료,오피스텔 매매 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2117,아파트 전월세 자료,부동산중개업정보서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2118,건축물대장정보 서비스,연립다세대 매매 실거래자료,부동산 챔프,공공행정,국토교통부,국토교통부
2119,건축물대장정보 서비스,단독/다가구 전월세 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2120,건축물대장정보 서비스,단독/다가구 매매 실거래 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2121,건축물대장정보 서비스,연립다세대 전월세 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2122,건축물대장정보 서비스,소상공인 상가업소 정보 서비스,부동산 챔프,공공행정,국토교통부,소상공인시장진흥공단
2123,건축물대장정보 서비스,오피스텔 전월세 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2124,건축물대장정보 서비스,오피스텔 매매 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2125,건축물대장정보 서비스,부동산중개업정보서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2126,연립다세대 매매 실거래자료,단독/다가구 전월세 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2127,연립다세대 매매 실거래자료,단독/다가구 매매 실거래 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2128,연립다세대 매매 실거래자료,연립다세대 전월세 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2129,연립다세대 매매 실거래자료,소상공인 상가업소 정보 서비스,부동산 챔프,공공행정,국토교통부,소상공인시장진흥공단
2130,연립다세대 매매 실거래자료,오피스텔 전월세 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2131,연립다세대 매매 실거래자료,오피스텔 매매 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2132,연립다세대 매매 실거래자료,부동산중개업정보서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2133,단독/다가구 전월세 자료,단독/다가구 매매 실거래 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2134,단독/다가구 전월세 자료,연립다세대 전월세 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2135,단독/다가구 전월세 자료,소상공인 상가업소 정보 서비스,부동산 챔프,공공행정,국토교통부,소상공인시장진흥공단
2136,단독/다가구 전월세 자료,오피스텔 전월세 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2137,단독/다가구 전월세 자료,오피스텔 매매 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2138,단독/다가구 전월세 자료,부동산중개업정보서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2139,단독/다가구 매매 실거래 자료,연립다세대 전월세 자료,부동산 챔프,공공행정,국토교통부,국토교통부
2140,단독/다가구 매매 실거래 자료,소상공인 상가업소 정보 서비스,부동산 챔프,공공행정,국토교통부,소상공인시장진흥공단
2141,단독/다가구 매매 실거래 자료,오피스텔 전월세 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2142,단독/다가구 매매 실거래 자료,오피스텔 매매 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2143,단독/다가구 매매 실거래 자료,부동산중개업정보서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2144,연립다세대 전월세 자료,소상공인 상가업소 정보 서비스,부동산 챔프,공공행정,국토교통부,소상공인시장진흥공단
2145,연립다세대 전월세 자료,오피스텔 전월세 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2146,연립다세대 전월세 자료,오피스텔 매매 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2147,연립다세대 전월세 자료,부동산중개업정보서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2148,소상공인 상가업소 정보 서비스,오피스텔 전월세 신고 조회 서비스,부동산 챔프,공공행정,소상공인시장진흥공단,국토교통부
2149,소상공인 상가업소 정보 서비스,오피스텔 매매 신고 조회 서비스,부동산 챔프,공공행정,소상공인시장진흥공단,국토교통부
2150,소상공인 상가업소 정보 서비스,부동산중개업정보서비스,부동산 챔프,공공행정,소상공인시장진흥공단,국토교통부
2151,오피스텔 전월세 신고 조회 서비스,오피스텔 매매 신고 조회 서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2152,오피스텔 전월세 신고 조회 서비스,부동산중개업정보서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2153,오피스텔 매매 신고 조회 서비스,부동산중개업정보서비스,부동산 챔프,공공행정,국토교통부,국토교통부
2154,LPG판매소 판매가격(지역별),주유소 판매가격(지역별),세차장 주유소 충전소 = 내차,교통물류,한국석유공사,한국석유공사
2155,LPG판매소 판매가격(지역별),주유소 판매가격(형태별),세차장 주유소 충전소 = 내차,교통물류,한국석유공사,한국석유공사
2156,LPG판매소 판매가격(지역별),전국 주유소 유류 판매가격,세차장 주유소 충전소 = 내차,교통물류,한국석유공사,한국석유공사
2157,LPG판매소 판매가격(지역별),전국세차장표준데이터,세차장 주유소 충전소 = 내차,교통물류,한국석유공사,공공데이터활용지원센터
2158,주유소 판매가격(지역별),주유소 판매가격(형태별),세차장 주유소 충전소 = 내차,교통물류,한국석유공사,한국석유공사
2159,주유소 판매가격(지역별),전국 주유소 유류 판매가격,세차장 주유소 충전소 = 내차,교통물류,한국석유공사,한국석유공사
2160,주유소 판매가격(지역별),전국세차장표준데이터,세차장 주유소 충전소 = 내차,교통물류,한국석유공사,공공데이터활용지원센터
2161,주유소 판매가격(형태별),전국 주유소 유류 판매가격,세차장 주유소 충전소 = 내차,교통물류,한국석유공사,한국석유공사
2162,주유소 판매가격(형태별),전국세차장표준데이터,세차장 주유소 충전소 = 내차,교통물류,한국석유공사,공공데이터활용지원센터
2163,전국 주유소 유류 판매가격,전국세차장표준데이터,세차장 주유소 충전소 = 내차,교통물류,한국석유공사,공공데이터활용지원센터
2164,서울시 지하철 실시간 도착정보,지하철정보서비스,메트로이드,교통물류,서울특별시,국토교통부
2165,서울시 공중화장실 위치정보 (좌표계: WGS1984) (수시),공중화장실 공간정보(좌표계: WGS1984 ),choo - 서울 여자화장실,공공행정,서울특별시,서울특별시
2166,버스도착정보조회 서비스,버스위치정보조회 서비스,카카오 버스,교통물류,서울특별시,서울특별시
2167,국문 관광정보 서비스,영문 관광정보 서비스,My Way,문화관광,한국관광공사,한국관광공사
2168,국문 관광정보 서비스,중문 간체 관광정보 서비스,My Way,문화관광,한국관광공사,한국관광공사
2169,국문 관광정보 서비스,일문 관광정보 서비스,My Way,문화관광,한국관광공사,한국관광공사
2170,영문 관광정보 서비스,중문 간체 관광정보 서비스,My Way,문화관광,한국관광공사,한국관광공사
2171,영문 관광정보 서비스,일문 관광정보 서비스,My Way,문화관광,한국관광공사,한국관광공사
2172,중문 간체 관광정보 서비스,일문 관광정보 서비스,My Way,문화관광,한국관광공사,한국관광공사
2173,전염병발생정보,동물질병도감,건강한 우리 가축,농축수산,농림축산식품부 농림축산검역본부,농림축산식품부 농림축산검역본부
2174,버스 도착 정보 조회 서비스,정류소정보조회 서비스,하늘지도(Skymaps),교통물류,경기도,서울특별시
2175,동물질병도감,전염병발생정보,나만의 수의사,농축수산,농림축산식품부 농림축산검역본부,농림축산식품부 농림축산검역본부
2176,국문 관광정보 서비스,영문 관광정보 서비스,한국에서 놀자,문화관광,한국관광공사,한국관광공사
2177,대기오염정보 조회 서비스,(신)동네예보정보조회서비스,KIWI Watch,환경기상,한국환경공단,기상청
2178,대기오염정보 조회 서비스,대기오염정보 조회 서비스,KIWI Watch,환경기상,한국환경공단,한국환경공단
2179,(신)동네예보정보조회서비스,대기오염정보 조회 서비스,KIWI Watch,환경기상,기상청,한국환경공단
2180,병원정보서비스,의료기관별상세정보서비스,스마일닥터,보건의료,건강보험심사평가원,건강보험심사평가원
2181,병원정보서비스,병원코드정보서비스,스마일닥터,보건의료,건강보험심사평가원,건강보험심사평가원
2182,의료기관별상세정보서비스,병원코드정보서비스,스마일닥터,보건의료,건강보험심사평가원,건강보험심사평가원
2183,서울시 공중화장실 위치정보 (수시),서울시 공중화장실 위치정보 (좌표계: WGS1984) (수시),아~급해!/전국 공공시설 찾기/응급 앱,보건의료,서울특별시,서울특별시
2184,서울시 공중화장실 위치정보 (수시),서울시 공중화장실 위치정보 (좌표계: ITRF2000) (수시),아~급해!/전국 공공시설 찾기/응급 앱,보건의료,서울특별시,서울특별시
2185,서울시 공중화장실 위치정보 (좌표계: WGS1984) (수시),서울시 공중화장실 위치정보 (좌표계: ITRF2000) (수시),아~급해!/전국 공공시설 찾기/응급 앱,보건의료,서울특별시,서울특별시
2186,버스도착정보조회 서비스,버스도착정보 조회 서비스,대중교통 - 서울 경기도 인천 버스 지하철,교통물류,서울특별시,경기도
2187,버스도착정보조회 서비스,서울시 지하철 실시간 열차 위치정보,대중교통 - 서울 경기도 인천 버스 지하철,교통물류,서울특별시,서울특별시
2188,버스도착정보 조회 서비스,서울시 지하철 실시간 열차 위치정보,대중교통 - 서울 경기도 인천 버스 지하철,교통물류,경기도,서울특별시
2189,환자진료정보데이터셋,건강검진정보(2013),파마빅데이터(PharmaBigDataTM),보건의료,건강보험심사평가원,국민건강보험공단
2190,[특허] 특허/실용신안 공보-도면/전문,[특허] 특허/실용신안 공보-서지,KTLO(KNU Technology Licensing Office),과학기술,특허청,특허청
2191,농어촌체험마을,체험마을 잠잘거리,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2192,농어촌체험마을,"체험마을 시설, 캠핑, 동영상 및 후기",고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2193,농어촌체험마을,체험마을 먹거리,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2194,농어촌체험마을,체험마을 체험프로그램,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2195,농어촌체험마을,체험마을 즐길거리,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2196,농어촌체험마을,체험마을 체험쇼핑,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2197,농어촌체험마을,KOTRA 해외전시장 정보 조회 서비스,고팜(Go! farm),문화관광,한국농어촌공사,대한무역투자진흥공사
2198,체험마을 잠잘거리,"체험마을 시설, 캠핑, 동영상 및 후기",고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2199,체험마을 잠잘거리,체험마을 먹거리,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2200,체험마을 잠잘거리,체험마을 체험프로그램,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2201,체험마을 잠잘거리,체험마을 즐길거리,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2202,체험마을 잠잘거리,체험마을 체험쇼핑,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2203,체험마을 잠잘거리,KOTRA 해외전시장 정보 조회 서비스,고팜(Go! farm),문화관광,한국농어촌공사,대한무역투자진흥공사
2204,"체험마을 시설, 캠핑, 동영상 및 후기",체험마을 먹거리,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2205,"체험마을 시설, 캠핑, 동영상 및 후기",체험마을 체험프로그램,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2206,"체험마을 시설, 캠핑, 동영상 및 후기",체험마을 즐길거리,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2207,"체험마을 시설, 캠핑, 동영상 및 후기",체험마을 체험쇼핑,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2208,"체험마을 시설, 캠핑, 동영상 및 후기",KOTRA 해외전시장 정보 조회 서비스,고팜(Go! farm),문화관광,한국농어촌공사,대한무역투자진흥공사
2209,체험마을 먹거리,체험마을 체험프로그램,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2210,체험마을 먹거리,체험마을 즐길거리,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2211,체험마을 먹거리,체험마을 체험쇼핑,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2212,체험마을 먹거리,KOTRA 해외전시장 정보 조회 서비스,고팜(Go! farm),문화관광,한국농어촌공사,대한무역투자진흥공사
2213,체험마을 체험프로그램,체험마을 즐길거리,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2214,체험마을 체험프로그램,체험마을 체험쇼핑,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2215,체험마을 체험프로그램,KOTRA 해외전시장 정보 조회 서비스,고팜(Go! farm),문화관광,한국농어촌공사,대한무역투자진흥공사
2216,체험마을 즐길거리,체험마을 체험쇼핑,고팜(Go! farm),문화관광,한국농어촌공사,한국농어촌공사
2217,체험마을 즐길거리,KOTRA 해외전시장 정보 조회 서비스,고팜(Go! farm),문화관광,한국농어촌공사,대한무역투자진흥공사
2218,체험마을 체험쇼핑,KOTRA 해외전시장 정보 조회 서비스,고팜(Go! farm),문화관광,한국농어촌공사,대한무역투자진흥공사
2219,서울시 공원 현황 (수시),서울의공원 프로그램 조회 정보 (수시),오늘은 공원 산책,환경기상,서울특별시,서울특별시
2220,국문 관광정보 서비스,병원정보서비스,포핀(popin),문화관광,한국관광공사,건강보험심사평가원
2221,영문 관광정보 서비스,불어 관광정보 서비스,레드타이버틀러(Redtiebutler),문화관광,한국관광공사,한국관광공사
2222,영문 관광정보 서비스,독어 관광정보 서비스,레드타이버틀러(Redtiebutler),문화관광,한국관광공사,한국관광공사
2223,영문 관광정보 서비스,국문 관광정보 서비스,레드타이버틀러(Redtiebutler),문화관광,한국관광공사,한국관광공사
2224,영문 관광정보 서비스,노어 관광정보 서비스,레드타이버틀러(Redtiebutler),문화관광,한국관광공사,한국관광공사
2225,영문 관광정보 서비스,서어 관광정보 서비스,레드타이버틀러(Redtiebutler),문화관광,한국관광공사,한국관광공사
2226,영문 관광정보 서비스,일문 관광정보 서비스,레드타이버틀러(Redtiebutler),문화관광,한국관광공사,한국관광공사
2227,영문 관광정보 서비스,중문 간체 관광정보 서비스,레드타이버틀러(Redtiebutler),문화관광,한국관광공사,한국관광공사
2228,영문 관광정보 서비스,중문 번체 관광정보 서비스,레드타이버틀러(Redtiebutler),문화관광,한국관광공사,한국관광공사
2229,불어 관광정보 서비스,독어 관광정보 서비스,레드타이버틀러(Redtiebutler),문화관광,한국관광공사,한국관광공사
